year,mergecode,districtcode,black,hispanic,white,totalenroll,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,state,year_21
17,4289-5454arizona,4289arizona,10.86,64.91,19.5,1667,62.0,1.0,40045000001,0.0,0.0,1.0,0.0,0,arizona,0
18,4289-5454arizona,4289arizona,10.85,64.28,19.19,1761,60.0,1.0,40045000001,0.0,0.0,1.0,0.0,0,arizona,0
19,4289-5454arizona,4289arizona,11.09,64.81,17.98,1830,57.0,2.36,40045000001,0.0,0.0,1.0,0.0,0,arizona,0
21,4289-5454arizona,4289arizona,10.37,67.46,15.71,1687,59.0,3.55,40045000001,0.4,0.6,0.0,0.8,0,arizona,1
17,4289-79799arizona,4289arizona,13.89,50.91,27.38,1764,50.0,1.32,40045002273,0.0,0.0,1.0,0.0,0,arizona,0
18,4289-79799arizona,4289arizona,12.57,54.16,26.19,1695,46.0,0.89,40045002273,0.0,0.0,1.0,0.0,0,arizona,0
19,4289-79799arizona,4289arizona,11.41,57.07,24.1,1647,45.0,0.99,40045002273,0.0,0.0,1.0,0.0,0,arizona,0
21,4289-79799arizona,4289arizona,11.27,58.23,21.03,1731,44.0,2.22,40045002273,0.4,0.6,0.0,0.8,0,arizona,1
17,4289-78926arizona,4289arizona,11.46,36.94,40.39,2347,27.0,1.1,40045001884,0.0,0.0,1.0,0.0,0,arizona,0
18,4289-78926arizona,4289arizona,11.63,37.12,40.75,2287,28.0,0.93,40045001884,0.0,0.0,1.0,0.0,0,arizona,0
19,4289-78926arizona,4289arizona,11.28,36.61,40.73,2136,25.0,0.93,40045001884,0.0,0.0,1.0,0.0,0,arizona,0
21,4289-78926arizona,4289arizona,10.02,37.7,37.7,1907,22.0,2.93,40045001884,0.4,0.6,0.0,0.8,0,arizona,1
17,4289-87903arizona,4289arizona,6.03,36.87,49.52,1991,24.0,0.75,40045002592,0.0,0.0,1.0,0.0,0,arizona,0
18,4289-87903arizona,4289arizona,6.03,36.83,49.33,2023,22.0,0.67,40045002592,0.0,0.0,1.0,0.0,0,arizona,0
19,4289-87903arizona,4289arizona,6.41,38.28,47.9,1902,23.0,1.06,40045002592,0.0,0.0,1.0,0.0,0,arizona,0
21,4289-87903arizona,4289arizona,5.53,41.82,45.05,1645,20.0,2.0,40045002592,0.4,0.6,0.0,0.8,0,arizona,1
17,4409-6292arizona,4409arizona,0.0,72.31,10.0,130,82.0,4.79,40052003063,0.0,0.0,1.0,0.0,0,arizona,0
18,4409-6292arizona,4409arizona,0.0,75.63,11.76,119,87.0,2.21,40052003063,0.0,0.0,1.0,0.0,0,arizona,0
19,4409-6292arizona,4409arizona,0.0,71.85,19.26,135,77.0,1.28,40052003063,0.0,0.0,1.0,0.0,0,arizona,0
21,4409-6292arizona,4409arizona,0.0,69.81,21.7,106,66.0,9.09,40052003063,0.2,0.8,0.0,0.9,0,arizona,1
17,80995-80996arizona,80995arizona,0.0,95.07,0.0,467,84.0,5.08,40061903097,0.0,0.0,1.0,0.0,1,arizona,0
18,80995-80996arizona,80995arizona,0.0,94.86,2.8,428,84.0,3.5,40061903097,0.0,0.0,1.0,0.0,1,arizona,0
19,80995-80996arizona,80995arizona,0.0,95.69,2.87,487,84.0,2.98,40061903097,0.0,0.0,1.0,0.0,1,arizona,0
21,80995-80996arizona,80995arizona,0.0,94.38,2.29,480,84.0,2.55,40061903097,0.2,0.8,0.0,0.9,1,arizona,1
17,79883-6346arizona,79883arizona,0.0,18.75,76.25,160,77.0,24.26,40035701732,0.0,0.0,1.0,0.0,1,arizona,0
18,79883-6346arizona,79883arizona,0.0,19.14,75.93,162,82.0,17.65,40035701732,0.0,0.0,1.0,0.0,1,arizona,0
19,79883-6346arizona,79883arizona,0.0,35.68,57.84,185,83.0,21.51,40035701732,0.0,0.0,1.0,0.0,1,arizona,0
21,79883-6346arizona,79883arizona,0.0,40.16,45.67,127,83.0,26.25,40035701732,0.3,0.7,0.0,0.85,1,arizona,1
17,79874-78813arizona,79874arizona,0.0,77.08,15.42,240,74.0,19.71,40038502016,0.0,0.0,1.0,0.0,1,arizona,0
18,79874-78813arizona,79874arizona,6.55,68.36,19.64,275,77.0,23.04,40038502016,0.0,0.0,1.0,0.0,1,arizona,0
19,79874-78813arizona,79874arizona,9.89,65.72,16.96,283,64.0,21.21,40038502016,0.0,0.0,1.0,0.0,1,arizona,0
21,79874-78813arizona,79874arizona,9.84,71.04,12.02,183,87.0,38.29,40038502016,0.4,0.6,0.0,0.8,1,arizona,1
17,79872-78901arizona,79872arizona,9.74,31.79,37.44,195,43.0,17.69,40038401899,0.0,0.0,1.0,0.0,1,arizona,0
18,79872-78901arizona,79872arizona,11.89,34.05,42.7,185,54.0,18.09,40038401899,0.0,0.0,1.0,0.0,1,arizona,0
19,79872-78901arizona,79872arizona,10.89,31.05,39.11,248,41.0,16.67,40038401899,0.0,0.0,1.0,0.0,1,arizona,0
21,79872-78901arizona,79872arizona,5.31,30.43,44.44,207,51.0,20.63,40038401899,0.4,0.6,0.0,0.8,1,arizona,1
17,79873-78900arizona,79873arizona,16.49,72.04,8.24,279,66.0,27.19,40035201898,0.0,0.0,1.0,0.0,1,arizona,0
18,79873-78900arizona,79873arizona,12.0,75.11,9.78,225,73.0,25.82,40035201898,0.0,0.0,1.0,0.0,1,arizona,0
19,79873-78900arizona,79873arizona,11.44,75.65,8.86,271,56.0,27.48,40035201898,0.0,0.0,1.0,0.0,1,arizona,0
21,79873-78900arizona,79873arizona,13.89,67.36,9.03,144,71.0,28.43,40035201898,0.3,0.7,0.0,0.85,1,arizona,1
17,79875-78817arizona,79875arizona,10.22,63.46,21.61,509,73.0,20.71,40035301896,0.0,0.0,1.0,0.0,1,arizona,0
18,79875-78817arizona,79875arizona,9.79,65.53,19.57,470,75.0,20.54,40035301896,0.0,0.0,1.0,0.0,1,arizona,0
19,79875-78817arizona,79875arizona,8.83,67.15,18.07,487,70.0,20.69,40035301896,0.0,0.0,1.0,0.0,1,arizona,0
21,79875-78817arizona,79875arizona,10.97,61.85,18.45,401,76.0,29.09,40035301896,0.2,0.8,0.0,0.9,1,arizona,1
17,80989-80990arizona,80989arizona,24.09,69.77,0.0,440,90.0,19.21,40061803095,0.0,0.0,1.0,0.0,1,arizona,0
18,80989-80990arizona,80989arizona,25.9,64.86,4.02,498,90.0,21.96,40061803095,0.0,0.0,1.0,0.0,1,arizona,0
19,80989-80990arizona,80989arizona,23.79,68.15,0.0,496,90.0,18.49,40061803095,0.0,0.0,1.0,0.0,1,arizona,0
21,80989-80990arizona,80989arizona,22.13,67.83,2.25,488,90.0,28.3,40061803095,0.4,0.6,0.0,0.8,1,arizona,1
17,88334-88335arizona,88334arizona,9.26,80.32,5.79,432,70.0,0.78,40044702671,0.0,0.0,1.0,0.0,1,arizona,0
18,88334-88335arizona,88334arizona,8.84,83.33,2.78,396,84.0,1.05,40044702671,0.0,0.0,1.0,0.0,1,arizona,0
19,88334-88335arizona,88334arizona,6.79,85.25,3.51,427,85.0,0.39,40044702671,0.0,0.0,1.0,0.0,1,arizona,0
21,88334-88335arizona,88334arizona,5.43,87.6,3.36,387,87.0,5.25,40044702671,0.2,0.8,0.0,0.9,1,arizona,1
17,79877-6347arizona,79877arizona,4.78,60.0,24.35,460,78.0,25.93,40035401733,0.0,0.0,1.0,0.0,1,arizona,0
18,79877-6347arizona,79877arizona,8.18,56.24,28.43,489,78.0,34.98,40035401733,0.0,0.0,1.0,0.0,1,arizona,0
19,79877-6347arizona,79877arizona,9.17,59.28,24.38,447,78.0,30.15,40035401733,0.0,0.0,1.0,0.0,1,arizona,0
21,79877-6347arizona,79877arizona,5.65,56.05,29.84,248,78.0,36.76,40035401733,0.4,0.6,0.0,0.8,1,arizona,1
17,79879-6348arizona,79879arizona,4.41,89.33,2.78,431,96.0,20.11,40035501734,0.0,0.0,1.0,0.0,1,arizona,0
18,79879-6348arizona,79879arizona,4.11,89.73,4.34,438,96.0,18.81,40035501734,0.0,0.0,1.0,0.0,1,arizona,0
19,79879-6348arizona,79879arizona,3.66,89.27,4.63,410,96.0,18.72,40035501734,0.0,0.0,1.0,0.0,1,arizona,0
21,79879-6348arizona,79879arizona,4.5,88.89,3.44,378,98.0,33.73,40035501734,0.3,0.7,0.0,0.85,1,arizona,1
17,4406-6055arizona,4406arizona,10.69,62.36,17.54,1254,78.0,5.2,40068000032,0.0,0.0,1.0,0.0,0,arizona,0
18,4406-6055arizona,4406arizona,11.44,60.7,17.74,1206,80.0,5.89,40068000032,0.0,0.0,1.0,0.0,0,arizona,0
19,4406-6055arizona,4406arizona,11.52,61.48,17.48,1293,80.0,6.76,40068000032,0.0,0.0,1.0,0.0,0,arizona,0
21,4406-6055arizona,4406arizona,10.87,60.72,16.75,1021,85.0,10.86,40068000032,0.7,0.3,0.0,0.65,0,arizona,1
17,4406-5808arizona,4406arizona,2.99,33.33,57.23,1473,25.0,1.5,40068000033,0.0,0.0,1.0,0.0,0,arizona,0
18,4406-5808arizona,4406arizona,2.56,34.85,55.43,1564,25.0,1.82,40068000033,0.0,0.0,1.0,0.0,0,arizona,0
19,4406-5808arizona,4406arizona,2.51,34.43,55.47,1554,24.0,1.21,40068000033,0.0,0.0,1.0,0.0,0,arizona,0
21,4406-5808arizona,4406arizona,2.32,29.82,57.32,1509,24.0,2.0,40068000033,0.7,0.3,0.0,0.65,0,arizona,1
17,4406-79378arizona,4406arizona,2.26,25.14,66.78,1770,15.0,0.74,40068002198,0.0,0.0,1.0,0.0,0,arizona,0
18,4406-79378arizona,4406arizona,2.79,26.35,64.46,1719,13.0,1.66,40068002198,0.0,0.0,1.0,0.0,0,arizona,0
19,4406-79378arizona,4406arizona,2.57,25.83,65.26,1831,11.0,1.21,40068002198,0.0,0.0,1.0,0.0,0,arizona,0
21,4406-79378arizona,4406arizona,1.51,24.54,66.64,1520,15.0,2.0,40068002198,0.7,0.3,0.0,0.65,0,arizona,1
17,4412-90822arizona,4412arizona,0.0,0.0,0.0,34,90.0,12.05,40395003222,0.0,0.0,1.0,0.0,0,arizona,0
18,4412-90822arizona,4412arizona,0.0,0.0,0.0,39,90.0,10.14,40395003222,0.0,0.0,1.0,0.0,0,arizona,0
19,4412-90822arizona,4412arizona,0.0,0.0,0.0,37,96.0,51.69,40395003222,0.0,0.0,1.0,0.0,0,arizona,0
21,4412-90822arizona,4412arizona,0.0,0.0,0.0,52,98.0,29.35,40395003222,0.0,1.0,0.0,1.0,0,arizona,1
17,4412-5847arizona,4412arizona,0.0,0.0,0.0,193,89.0,2.41,40395000310,0.0,0.0,1.0,0.0,0,arizona,0
18,4412-5847arizona,4412arizona,0.0,0.0,0.0,163,89.0,9.77,40395000310,0.0,0.0,1.0,0.0,0,arizona,0
19,4412-5847arizona,4412arizona,0.0,0.0,0.0,198,89.0,12.83,40395000310,0.0,0.0,1.0,0.0,0,arizona,0
21,4412-5847arizona,4412arizona,0.0,0.0,0.0,208,98.0,11.65,40395000310,0.0,1.0,0.0,1.0,0,arizona,1
17,4169-4754arizona,4169arizona,0.0,69.23,28.02,182,72.0,6.18,40118000063,0.0,0.0,1.0,0.0,0,arizona,0
18,4169-4754arizona,4169arizona,0.0,78.65,18.51,281,65.0,5.67,40118000063,0.0,0.0,1.0,0.0,0,arizona,0
19,4169-4754arizona,4169arizona,0.0,79.32,18.31,295,66.0,4.56,40118000063,0.0,0.0,1.0,0.0,0,arizona,0
21,4169-4754arizona,4169arizona,0.0,77.93,17.93,290,63.0,12.35,40118000063,0.6,0.4,0.0,0.7,0,arizona,1
17,4397-5648arizona,4397arizona,0.0,24.23,50.37,681,34.0,5.1,40658000561,0.0,0.0,1.0,0.0,0,arizona,0
18,4397-5648arizona,4397arizona,0.0,22.08,47.91,693,41.0,6.32,40658000561,0.0,0.0,1.0,0.0,0,arizona,0
19,4397-5648arizona,4397arizona,0.0,23.66,50.0,672,40.0,5.01,40658000561,0.0,0.0,1.0,0.0,0,arizona,0
21,4397-5648arizona,4397arizona,0.0,23.45,46.91,695,49.0,7.97,40658000561,0.8,0.2,0.0,0.6,0,arizona,1
17,4284-5424arizona,4284arizona,7.51,59.29,29.97,1518,69.0,0.48,40141000075,0.0,0.0,1.0,0.0,0,arizona,0
18,4284-5424arizona,4284arizona,8.22,59.87,28.28,1485,64.0,1.19,40141000075,0.0,0.0,1.0,0.0,0,arizona,0
19,4284-5424arizona,4284arizona,7.76,61.79,25.87,1573,60.0,1.11,40141000075,0.0,0.0,1.0,0.0,0,arizona,0
21,4284-5424arizona,4284arizona,5.93,64.23,24.27,1669,60.0,3.52,40141000075,0.8,0.2,0.0,0.6,0,arizona,1
17,4284-79376arizona,4284arizona,4.7,39.98,50.61,1063,33.0,1.49,40141002137,0.0,0.0,1.0,0.0,0,arizona,0
18,4284-79376arizona,4284arizona,4.13,40.34,51.22,1066,33.0,1.37,40141002137,0.0,0.0,1.0,0.0,0,arizona,0
19,4284-79376arizona,4284arizona,4.38,39.18,51.16,1118,33.0,0.49,40141002137,0.0,0.0,1.0,0.0,0,arizona,0
21,4284-79376arizona,4284arizona,3.81,39.71,49.48,1156,31.0,2.43,40141002137,0.8,0.2,0.0,0.6,0,arizona,1
17,4284-89573arizona,4284arizona,8.69,55.54,31.05,1462,62.0,0.87,40141002786,0.0,0.0,1.0,0.0,0,arizona,0
18,4284-89573arizona,4284arizona,7.73,58.21,28.8,1462,60.0,0.62,40141002786,0.0,0.0,1.0,0.0,0,arizona,0
19,4284-89573arizona,4284arizona,7.49,61.36,25.41,1602,60.0,0.47,40141002786,0.0,0.0,1.0,0.0,0,arizona,0
21,4284-89573arizona,4284arizona,7.09,63.75,22.06,1931,57.0,3.15,40141002786,0.8,0.2,0.0,0.6,0,arizona,1
17,90327-88289arizona,90327arizona,7.57,24.35,56.5,423,35.0,0.49,40080302667,0.0,0.0,1.0,0.0,1,arizona,0
18,90327-88289arizona,90327arizona,8.64,25.0,55.0,440,30.0,1.16,40080302667,0.0,0.0,1.0,0.0,1,arizona,0
19,90327-88289arizona,90327arizona,10.82,26.92,53.85,416,32.0,2.11,40080302667,0.0,0.0,1.0,0.0,1,arizona,0
21,90327-88289arizona,90327arizona,9.07,31.73,47.88,353,36.0,2.17,40080302667,0.8,0.2,0.0,0.6,1,arizona,1
17,80032-80033arizona,80032arizona,0.0,96.88,0.0,96,95.0,16.67,40038202331,0.0,0.0,1.0,0.0,1,arizona,0
18,80032-80033arizona,80032arizona,0.0,94.4,0.0,125,92.0,22.57,40038202331,0.0,0.0,1.0,0.0,1,arizona,0
19,80032-80033arizona,80032arizona,0.0,92.72,0.0,151,84.0,26.15,40038202331,0.0,0.0,1.0,0.0,1,arizona,0
21,80032-80033arizona,80032arizona,0.0,93.29,0.0,149,94.0,34.8,40038202331,0.2,0.8,0.0,0.9,1,arizona,1
17,4470-6100arizona,4470arizona,0.0,27.09,60.76,395,62.0,2.12,40160000087,0.0,0.0,1.0,0.0,0,arizona,0
18,4470-6100arizona,4470arizona,0.0,32.07,57.38,474,44.0,4.49,40160000087,0.0,0.0,1.0,0.0,0,arizona,0
19,4470-6100arizona,4470arizona,0.0,37.02,53.05,524,48.0,1.34,40160000087,0.0,0.0,1.0,0.0,0,arizona,0
21,4470-6100arizona,4470arizona,0.0,36.58,55.58,421,49.0,3.8,40160000087,1.0,0.0,0.0,0.5,0,arizona,1
17,4400-5652arizona,4400arizona,0.0,25.49,60.78,51,92.0,28.26,40007700943,0.0,0.0,1.0,0.0,1,arizona,0
18,4400-5652arizona,4400arizona,0.0,0.0,71.11,45,92.0,37.25,40007700943,0.0,0.0,1.0,0.0,1,arizona,0
19,4400-5652arizona,4400arizona,0.0,0.0,75.56,45,91.0,27.47,40007700943,0.0,0.0,1.0,0.0,1,arizona,0
21,4400-5652arizona,4400arizona,0.0,0.0,75.0,44,91.0,26.51,40007700943,1.0,0.0,0.0,0.5,1,arizona,1
17,4453-5948arizona,4453arizona,3.57,54.35,28.84,1737,60.0,5.74,40174000113,0.0,0.0,1.0,0.0,0,arizona,0
18,4453-5948arizona,4453arizona,3.77,55.01,26.3,1776,58.0,6.79,40174000113,0.0,0.0,1.0,0.0,0,arizona,0
19,4453-5948arizona,4453arizona,3.35,57.58,23.21,1853,52.0,4.58,40174000113,0.0,0.0,1.0,0.0,0,arizona,0
21,4453-5948arizona,4453arizona,3.29,59.91,20.38,1973,52.0,8.17,40174000113,0.44,0.56,0.0,0.78,0,arizona,1
17,4453-90084arizona,4453arizona,3.73,66.83,21.76,1797,67.0,6.37,40174002909,0.0,0.0,1.0,0.0,0,arizona,0
18,4453-90084arizona,4453arizona,3.34,66.58,22.01,1586,64.0,6.53,40174002909,0.0,0.0,1.0,0.0,0,arizona,0
19,4453-90084arizona,4453arizona,2.72,68.11,19.68,1728,61.0,3.87,40174002909,0.0,0.0,1.0,0.0,0,arizona,0
21,4453-90084arizona,4453arizona,2.15,69.13,17.53,1626,57.0,8.88,40174002909,0.5,0.5,0.0,0.75,0,arizona,1
17,4410-5839arizona,4410arizona,1.95,27.21,59.27,1694,13.0,0.94,40176000011,0.0,0.0,1.0,0.0,0,arizona,0
18,4410-5839arizona,4410arizona,1.7,26.78,59.07,1703,13.0,0.47,40176000011,0.0,0.0,1.0,0.0,0,arizona,0
19,4410-5839arizona,4410arizona,2.39,25.68,58.86,1760,13.0,0.91,40176000011,0.0,0.0,1.0,0.0,0,arizona,0
21,4410-5839arizona,4410arizona,2.78,25.79,58.09,1799,13.0,2.52,40176000011,0.7,0.3,0.0,0.65,0,arizona,1
17,4244-5137arizona,4244arizona,1.41,6.76,88.39,1775,6.0,0.83,40000101204,0.0,0.0,1.0,0.0,0,arizona,0
18,4244-5137arizona,4244arizona,1.48,7.59,87.8,1819,6.0,0.7,40000101204,0.0,0.0,1.0,0.0,0,arizona,0
19,4244-5137arizona,4244arizona,1.7,8.02,86.62,1883,6.0,0.58,40000101204,0.0,0.0,1.0,0.0,0,arizona,0
21,4244-5137arizona,4244arizona,0.94,11.49,82.15,1810,6.0,2.0,40000101204,1.0,0.0,0.0,0.5,0,arizona,1
17,4191-4801arizona,4191arizona,10.28,33.64,48.6,107,57.0,4.26,40001600476,0.0,0.0,1.0,0.0,1,arizona,0
18,4191-4801arizona,4191arizona,9.76,34.96,47.15,123,47.0,6.78,40001600476,0.0,0.0,1.0,0.0,1,arizona,0
19,4191-4801arizona,4191arizona,0.0,40.94,45.64,149,48.0,9.9,40001600476,0.0,0.0,1.0,0.0,1,arizona,0
21,4191-4801arizona,4191arizona,0.0,33.09,49.64,139,48.0,11.11,40001600476,0.2,0.8,0.0,0.9,1,arizona,1
17,4242-79633arizona,4242arizona,5.83,15.29,68.93,2642,12.0,1.36,40187002250,0.0,0.0,1.0,0.0,0,arizona,0
18,4242-79633arizona,4242arizona,5.86,15.62,67.64,2593,12.0,1.36,40187002250,0.0,0.0,1.0,0.0,0,arizona,0
19,4242-79633arizona,4242arizona,4.97,15.95,67.21,2476,9.0,1.04,40187002250,0.0,0.0,1.0,0.0,0,arizona,0
21,4242-79633arizona,4242arizona,3.87,16.57,65.44,2613,9.0,2.0,40187002250,0.8,0.2,0.0,0.6,0,arizona,1
17,4242-5127arizona,4242arizona,10.27,47.76,32.3,3241,41.0,2.61,40187000123,0.0,0.0,1.0,0.0,0,arizona,0
18,4242-5127arizona,4242arizona,9.78,49.41,31.38,3222,43.0,1.82,40187000123,0.0,0.0,1.0,0.0,0,arizona,0
19,4242-5127arizona,4242arizona,10.32,49.67,29.87,3294,43.0,1.86,40187000123,0.0,0.0,1.0,0.0,0,arizona,0
21,4242-5127arizona,4242arizona,10.38,50.3,27.88,3372,44.0,3.27,40187000123,0.8,0.2,0.0,0.6,0,arizona,1
17,4242-92892arizona,4242arizona,3.0,15.69,76.54,1765,13.0,1.45,40187003483,0.0,0.0,1.0,0.0,0,arizona,0
18,4242-92892arizona,4242arizona,3.27,14.78,76.59,2294,11.0,1.54,40187003483,0.0,0.0,1.0,0.0,0,arizona,0
19,4242-92892arizona,4242arizona,3.3,14.52,76.38,2913,10.0,1.76,40187003483,0.0,0.0,1.0,0.0,0,arizona,0
21,4242-92892arizona,4242arizona,2.85,16.6,73.04,3301,10.0,2.0,40187003483,0.8,0.2,0.0,0.6,0,arizona,1
17,4242-6015arizona,4242arizona,8.38,22.33,48.38,3900,19.0,2.06,40187001677,0.0,0.0,1.0,0.0,0,arizona,0
18,4242-6015arizona,4242arizona,8.1,22.22,48.03,3789,19.0,1.66,40187001677,0.0,0.0,1.0,0.0,0,arizona,0
19,4242-6015arizona,4242arizona,6.92,23.27,45.34,3919,17.0,2.67,40187001677,0.0,0.0,1.0,0.0,0,arizona,0
21,4242-6015arizona,4242arizona,6.9,22.59,44.54,4131,19.0,2.0,40187001677,0.8,0.2,0.0,0.6,0,arizona,1
17,4242-89613arizona,4242arizona,4.91,15.08,69.65,3542,10.0,1.05,40187002806,0.0,0.0,1.0,0.0,0,arizona,0
18,4242-89613arizona,4242arizona,4.66,15.09,69.11,3393,11.0,0.65,40187002806,0.0,0.0,1.0,0.0,0,arizona,0
19,4242-89613arizona,4242arizona,4.53,15.37,68.66,3558,9.0,0.68,40187002806,0.0,0.0,1.0,0.0,0,arizona,0
21,4242-89613arizona,4242arizona,3.87,17.3,66.33,3463,10.0,2.0,40187002806,0.8,0.2,0.0,0.6,0,arizona,1
17,4158-4737arizona,4158arizona,0.0,0.0,0.0,1042,92.0,14.32,40194000137,0.0,0.0,1.0,0.0,0,arizona,0
18,4158-4737arizona,4158arizona,0.0,0.0,0.0,1073,92.0,11.83,40194000137,0.0,0.0,1.0,0.0,0,arizona,0
19,4158-4737arizona,4158arizona,0.0,0.0,0.0,1009,92.0,8.54,40194000137,0.0,0.0,1.0,0.0,0,arizona,0
21,4158-4737arizona,4158arizona,0.0,0.0,0.0,880,92.0,8.27,40194000137,0.0,1.0,0.0,1.0,0,arizona,1
17,4474-6110arizona,4474arizona,0.0,30.27,65.14,697,47.0,2.12,40000301458,0.0,0.0,1.0,0.0,0,arizona,0
18,4474-6110arizona,4474arizona,0.0,30.28,65.56,601,48.0,2.01,40000301458,0.0,0.0,1.0,0.0,0,arizona,0
19,4474-6110arizona,4474arizona,0.0,30.62,64.14,725,47.0,1.56,40000301458,0.0,0.0,1.0,0.0,0,arizona,0
21,4474-6110arizona,4474arizona,0.0,31.94,63.33,720,44.0,3.5,40000301458,0.9,0.1,0.0,0.55,0,arizona,1
17,4370-5567arizona,4370arizona,0.0,0.0,96.6,235,86.0,3.1,40002101276,0.0,0.0,1.0,0.0,0,arizona,0
18,4370-5567arizona,4370arizona,0.0,0.0,96.09,230,89.0,6.15,40002101276,0.0,0.0,1.0,0.0,0,arizona,0
19,4370-5567arizona,4370arizona,0.0,0.0,96.02,251,86.0,6.23,40002101276,0.0,0.0,1.0,0.0,0,arizona,0
21,4370-5567arizona,4370arizona,0.0,0.0,95.79,261,82.0,10.46,40002101276,0.0,0.0,1.0,0.0,0,arizona,1
17,4381-5592arizona,4381arizona,1.44,44.97,48.35,1183,56.0,1.87,40008201457,0.0,0.0,1.0,0.0,0,arizona,0
18,4381-5592arizona,4381arizona,2.08,45.05,48.0,1152,53.0,1.94,40008201457,0.0,0.0,1.0,0.0,0,arizona,0
19,4381-5592arizona,4381arizona,1.18,45.61,49.49,1184,46.0,2.89,40008201457,0.0,0.0,1.0,0.0,0,arizona,0
21,4381-5592arizona,4381arizona,0.0,43.3,49.27,1157,54.0,2.95,40008201457,0.8,0.2,0.0,0.6,0,arizona,1
17,4381-5593arizona,4381arizona,0.0,24.39,66.79,533,58.0,1.75,40008200006,0.0,0.0,1.0,0.0,0,arizona,0
18,4381-5593arizona,4381arizona,0.0,25.48,64.26,526,56.0,2.6,40008200006,0.0,0.0,1.0,0.0,0,arizona,0
19,4381-5593arizona,4381arizona,0.0,25.1,65.4,526,55.0,1.25,40008200006,0.0,0.0,1.0,0.0,0,arizona,0
21,4381-5593arizona,4381arizona,0.0,29.36,60.16,487,53.0,2.65,40008200006,0.8,0.2,0.0,0.6,0,arizona,1
17,4442-92608arizona,4442arizona,9.3,46.51,13.95,172,72.0,26.32,40232003449,0.0,0.0,1.0,0.0,0,arizona,0
18,4442-92608arizona,4442arizona,10.64,35.46,13.48,141,67.0,21.53,40232003449,0.0,0.0,1.0,0.0,0,arizona,0
19,4442-92608arizona,4442arizona,9.66,47.16,10.8,176,68.0,25.18,40232003449,0.0,0.0,1.0,0.0,0,arizona,0
